lda_component_1,lda_component_2,lda_component_3,lda_component_4,lda_component_5,lda_component_6,lda_component_7,lda_component_8,lda_component_9,label
6.0098803240316805,3.8072617269388362,-2.0644936033622763,0.2591908255553526,-2.2305788860824523,3.2116273384477654,0.3258105445416961,0.9771802888261147,1.2882230650632258,5.0
-1.2497501233705341,-1.5621842794906877,-2.551509215749568,3.535105227766116,2.7483249859712138,0.061067887954137756,-0.6189480651733359,-1.2918024479961088,-1.29446631149817,9.0
-0.25863868316579564,-2.0295869356588283,0.9559211504352295,-2.4622393654422616,1.0775251705622162,1.2414610048948385,0.13900508188961402,-1.3979409086546544,-0.035476927176148365,6.0
-6.78131930342288,5.128876932065424,-0.9906179446197578,-0.5926939085012704,-0.5299161474822299,-0.5466463758046421,0.15331758171814425,0.17592709621535185,-0.3565672259203825,0.0
-1.9704800117084482,-1.411747163571937,-3.0570155225275735,0.4116028229455799,1.006180952932999,-1.7683128705404036,-1.0398982762238376,0.32848357123027405,-1.4313369556135915,8.0
-0.8554963301771825,-1.2665222954401434,5.136502637287957,-0.09038108217717333,1.4876286010868904,0.5813859532065426,-0.346187478626597,1.0251619854751364,1.5276869679789145,2.0
5.431448778292578,5.079183252521634,3.8886670663080807,-1.0577777037025458,2.4727640510148965,-1.0227433267133397,1.8531619681421616,-2.9981687185730514,0.5408378925787765,3.0
3.6469450136146824,4.0792470894972634,3.719655917781343,0.44705971329441674,3.1451386634583094,0.6587859632389788,2.019439129613806,-1.6945985040379323,0.7117903395948888,3.0
-0.16188297948023106,-3.1678219971370134,-1.9410582260870728,0.3115979345163459,-2.1885809812548502,-0.5543594253350306,0.48250993509042694,-0.023483390995926,-0.25651144614696075,7.0
-0.5636953553005424,-1.6719028597902552,1.06672935768891,-1.612111568367316,1.481945789616998,2.650484649196168,-0.6768708468084241,0.02275977810043095,-0.5965875106805276,6.0
-2.725941135474756,-2.067771540687442,-0.838180870890445,0.41743447642467846,-1.2371626791732702,-1.7394555458291614,-0.7671805895984343,1.3459983101193682,-0.47917714413640855,7.0
-0.7683801360917499,-2.4066326704142225,-1.0754860049447141,0.5699557668351125,0.9057076537320219,-1.9405700343431718,-0.8958956603760697,0.008731405551881899,-0.6334249053712999,8.0
0.3524762945474836,-2.8499555744683933,-1.3932053824294723,-1.5574826210659976,-2.260386986584299,2.3860307374395058,-0.4672985868243832,-0.9250473517260966,0.4035404413678685,4.0
-0.05734519795742643,-1.600372279028875,-0.7412079786027039,-1.18164272731167,-0.6600762020905151,0.8790328202969682,0.391833032815446,-1.3952283535643524,0.15335225892080961,4.0
1.46499942345153,-2.468851836785533,-1.9144461464634683,-0.029185094197395678,-1.871073739388368,-3.2445715833833004,-1.1329878215647766,-0.2022488496884609,-0.247247661441802,8.0
-0.8991828504024333,-1.7046757985271495,-1.5883657179049266,1.1152178706517721,0.1943848457243944,-2.377623655435008,-2.0454701418950685,-1.0501024067305125,0.21374170833733275,8.0
-0.8203885799315431,-2.483478227752422,-1.3729861162694184,2.3335933891363383,-1.117775576406551,-0.323216616821042,-1.672401800657137,-0.7720526141311341,-0.578561316863555,8.0
-0.9552189218100853,-2.2430436885265834,-2.8742753690324547,-1.3072393495991625,-0.12218492693741778,1.0126320541154663,0.9461561813458506,-0.6419349601359413,0.8777446097934611,4.0
